"Statistischer Bezirk";"Stadtteil zus.";"Stadtbezirk mit zugeordneten Ortschaften";"Stadtbezirk/Ortschaft";"Stadtraum";"Bautätigkeit - Art";"Fertigstellungsjahr";"Gebäudeart";"Anzahl Gebäude";"Wohnungen gesamt"
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1998";"Nichtwohngebäude ohne Wohnungen";1;0
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1999";"Mehrfamilienhaus";6;53
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2000";"Mehrfamilienhaus";3;37
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2001";"Mehrfamilienhaus";2;10
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2002";"Mehrfamilienhaus";1;9
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2003";"Mehrfamilienhaus";2;16
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2004";"Mehrfamilienhaus";1;5
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2007";"Mehrfamilienhaus";1;5
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2008";"Mehrfamilienhaus";6;42
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2014";"Mehrfamilienhaus";2;9
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2014";"Nichtwohngebäude ohne Wohnungen";2;0
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2015";"Mehrfamilienhaus";1;6
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2017";"Nichtwohngebäude ohne Wohnungen";1;0
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2018";"Mehrfamilienhaus";2;9
"232  Kaditz(Peschelstr)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"unbekannt";"Mehrfamilienhaus";6;64
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1992";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1993";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1993";"Nichtwohngebäude mit Wohnungen";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1993";"Nichtwohngebäude ohne Wohnungen";2;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1994";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1994";"Nichtwohngebäude mit Wohnungen";2;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1994";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1995";"Eigenheim";1;2
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1995";"Mehrfamilienhaus";9;56
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1995";"Nichtwohngebäude ohne Wohnungen";5;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1996";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1996";"Nichtwohngebäude mit Wohnungen";1;2
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1996";"Nichtwohngebäude ohne Wohnungen";2;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1997";"Eigenheim";5;6
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1998";"Eigenheim";5;7
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1999";"Eigenheim";6;6
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2000";"Nichtwohngebäude ohne Wohnungen";3;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2001";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2001";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2003";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2003";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2004";"Eigenheim";2;2
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2005";"Eigenheim";3;3
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2005";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2006";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2008";"Eigenheim";2;3
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2008";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2010";"Eigenheim";5;5
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2012";"Eigenheim";2;2
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2013";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2014";"Eigenheim";8;8
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2014";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2015";"Eigenheim";4;5
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2015";"Nichtwohngebäude ohne Wohnungen";2;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2016";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2017";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2018";"Eigenheim";3;3
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"unbekannt";"Eigenheim";2;2
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1994";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1995";"Eigenheim";4;4
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1996";"Eigenheim";3;3
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1996";"Mehrfamilienhaus";1;4
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1996";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1997";"Eigenheim";3;4
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1998";"Eigenheim";6;10
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1998";"Mehrfamilienhaus";2;12
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1998";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1999";"Mehrfamilienhaus";8;48
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2001";"Eigenheim";2;4
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2001";"Mehrfamilienhaus";1;3
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2002";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2003";"Eigenheim";6;7
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2004";"Eigenheim";5;6
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2005";"Eigenheim";3;3
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2006";"Eigenheim";3;3
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2007";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2007";"Mehrfamilienhaus";1;3
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2008";"Eigenheim";2;2
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2008";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2010";"Eigenheim";5;6
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2011";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2012";"Eigenheim";2;2
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2013";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2014";"Eigenheim";6;8
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2014";"Nichtwohngebäude ohne Wohnungen";1;0
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2015";"Eigenheim";2;2
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2016";"Eigenheim";3;5
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2017";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2018";"Eigenheim";1;1
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2018";"Mehrfamilienhaus";2;14
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2018";"Nichtwohngebäude mit Wohnungen";1;3
"233  Kaditz(Altkaditz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"unbekannt";"Eigenheim";3;3
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1996";"Mehrfamilienhaus";1;6
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1998";"Nichtwohngebäude ohne Wohnungen";1;0
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2004";"Nichtwohngebäude mit Wohnungen";1;1
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2005";"Nichtwohngebäude ohne Wohnungen";1;0
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2009";"Nichtwohngebäude ohne Wohnungen";2;0
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2012";"Eigenheim";1;1
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2012";"Nichtwohngebäude mit Wohnungen";1;1
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2012";"Nichtwohngebäude ohne Wohnungen";2;0
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2014";"Nichtwohngebäude ohne Wohnungen";1;0
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2016";"Nichtwohngebäude ohne Wohnungen";1;0
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"unbekannt";"Nichtwohngebäude ohne Wohnungen";1;0
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1994";"Nichtwohngebäude ohne Wohnungen";1;0
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1995";"Eigenheim";2;4
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1996";"Eigenheim";1;2
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1996";"Mehrfamilienhaus";5;35
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2006";"Mehrfamilienhaus";12;144
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2008";"Nichtwohngebäude ohne Wohnungen";1;0
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2014";"Nichtwohngebäude mit Wohnungen";1;4
"234  Kaditz(Riegelplatz)";"23 Kaditz";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"unbekannt";"Mehrfamilienhaus";1;5
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1995";"Mehrfamilienhaus";1;18
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1995";"Nichtwohngebäude mit Wohnungen";1;18
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1995";"Nichtwohngebäude ohne Wohnungen";1;0
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"unbekannt";"Eigenheim";1;2
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1993";"Nichtwohngebäude ohne Wohnungen";1;0
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1994";"Mehrfamilienhaus";1;10
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1995";"Mehrfamilienhaus";1;11
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1996";"Mehrfamilienhaus";2;19
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1996";"Nichtwohngebäude mit Wohnungen";1;1
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1997";"Mehrfamilienhaus";1;13
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1998";"Mehrfamilienhaus";4;32
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"1999";"Mehrfamilienhaus";2;18
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2001";"Mehrfamilienhaus";4;40
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2002";"Eigenheim";1;1
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2004";"Mehrfamilienhaus";1;3
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2005";"Mehrfamilienhaus";1;4
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2006";"Mehrfamilienhaus";1;10
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2007";"Mehrfamilienhaus";1;8
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2008";"Mehrfamilienhaus";2;17
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2008";"Nichtwohngebäude ohne Wohnungen";1;0
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2009";"Eigenheim";1;2
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2009";"Mehrfamilienhaus";3;21
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2010";"Mehrfamilienhaus";10;65
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2010";"Nichtwohngebäude ohne Wohnungen";1;0
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2014";"Mehrfamilienhaus";1;8
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2015";"Nichtwohngebäude ohne Wohnungen";1;0
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"2017";"Mehrfamilienhaus";3;18
"241  Trachau(Cottbuser Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Umbau";"unbekannt";"Mehrfamilienhaus";1;6
"242  Trachau(Wahnsdorfer Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1994";"Mehrfamilienhaus";2;16
"242  Trachau(Wahnsdorfer Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1995";"Nichtwohngebäude ohne Wohnungen";1;0
"242  Trachau(Wahnsdorfer Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"1996";"Mehrfamilienhaus";1;9
"242  Trachau(Wahnsdorfer Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2006";"Eigenheim";1;1
"242  Trachau(Wahnsdorfer Str)";"24 Trachau";"StB 2 Pieschen";"StB 2 Pieschen";"05 Mickten, Kaditz, Trachau";"Neubau";"2010";"Eigenheim";1;1
